,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,SalePrice
515,20,3,9.410829232725586,0,21,3,10,5,0,0,9,2,1,1436,0,570,2006,4,7.61085279039525,0,0,1,3,9,4,4,4,0.0,3,3,900,156,54,0,0,0,0,4,12.906346868281233
516,80,3,9.254165851516213,1,12,4,6,6,37,37,6,2,1,0,0,689,689,2,7.228388451573604,741,0,0,1,7,4,3,4,37.0,2,2,583,0,104,0,0,0,0,0,11.970350312009105
517,60,3,9.23092700558457,0,22,5,7,5,13,12,10,4,1,0,0,1264,1264,4,7.152268856032539,1067,0,0,2,7,4,3,4,13.0,2,3,889,220,0,0,0,0,0,3,12.487485104968359
518,60,3,9.162304922937626,4,14,5,6,5,9,9,10,4,2,706,0,88,794,4,6.782192056006791,914,0,1,1,7,4,1,4,9.0,2,2,546,0,36,0,0,0,0,3,12.259613412458204
519,70,3,9.298168082341704,0,16,5,7,9,83,5,4,1,1,0,0,1276,1276,4,7.151485463904735,804,0,0,2,9,4,4,2,83.0,1,1,282,0,0,0,0,145,0,3,12.363076394339839
520,190,3,9.287301413112312,0,4,5,4,7,108,8,4,1,0,0,0,0,0,2,6.542471960506805,600,0,0,1,7,4,1,0,28.0,0,0,0,220,114,210,0,0,0,3,
521,20,3,9.391661428436555,1,8,3,6,6,50,50,10,2,1,777,0,467,1244,4,7.126087273299125,0,0,0,1,6,4,4,4,50.0,1,1,336,0,40,0,0,0,0,3,
522,50,1,8.517193191416238,1,3,1,6,7,59,56,9,2,1,399,0,605,1004,4,6.911747300251674,660,0,0,1,7,4,4,2,56.0,1,2,420,0,24,36,0,0,0,3,11.976659481202368
523,60,3,10.59898197616442,0,5,5,10,5,0,-1,9,4,4,2260,0,878,3138,4,8.051340933292979,1538,0,1,3,11,4,4,5,0.0,3,3,884,208,406,0,0,0,0,4,12.126758838810447
524,60,3,9.37475250822657,0,22,5,7,5,11,10,10,4,1,719,0,660,1379,4,7.232010331664759,1015,0,1,2,8,4,3,4,11.0,3,3,834,239,60,0,0,0,0,3,12.662706040212738
525,20,4,8.922658299524402,0,18,3,7,5,1,1,10,4,1,0,0,1257,1257,4,7.143617602704121,0,0,0,2,6,4,3,4,1.0,1,2,453,38,144,0,0,0,0,3,12.078239274020289
526,20,3,9.495519314209846,0,8,3,5,7,51,7,2,2,1,377,0,551,928,2,6.833031732786201,0,0,0,1,4,4,1,4,51.0,1,1,252,261,0,156,0,0,0,3,
527,60,3,9.612332790605375,0,21,5,9,5,0,0,10,4,3,1330,0,122,1452,4,7.297091005160418,1237,0,1,3,11,4,4,4,0.0,3,3,858,126,66,0,0,0,0,4,13.008659261632127
528,30,3,9.115809888129949,0,5,3,4,7,87,5,2,1,2,348,0,180,528,4,6.405228458030842,0,0,1,1,5,4,1,0,27.0,0,0,0,0,0,144,0,0,0,3,
529,20,3,10.394151284478166,4,16,3,6,3,50,32,2,4,1,1219,0,816,2035,2,7.83002808253384,0,0,1,1,9,0,3,4,32.0,2,2,484,0,0,200,0,0,0,1,12.209187788430318
530,80,3,9.230142999272362,0,19,4,6,5,20,19,6,2,3,783,0,678,1461,4,7.319202458767849,0,0,1,2,5,4,2,4,20.0,2,2,600,224,0,0,0,0,0,0,12.072541252905651
531,70,1,8.725020038618554,3,3,5,6,8,88,9,2,1,2,0,0,611,611,4,6.621405651764134,611,0,0,1,6,4,1,2,88.0,3,2,502,0,0,84,0,0,0,3,11.759785542901755
532,20,3,8.881836305004146,0,8,3,5,7,55,3,10,0,0,0,0,0,0,4,6.717804695023691,0,0,0,1,5,2,0,2,43.0,1,1,392,0,0,0,0,0,0,3,11.585246126549855
533,20,3,8.517193191416238,0,3,3,1,3,61,57,10,0,0,0,0,0,0,1,5.811140992976701,0,0,0,0,2,4,1,0,27.0,0,0,0,0,0,0,0,0,0,3,10.578979797857352
534,60,3,9.111182800442965,0,13,5,8,5,2,2,10,4,3,0,0,707,707,4,6.561030665896573,707,0,0,2,6,4,4,4,2.0,3,2,403,100,35,0,0,0,0,3,12.089538829274222
535,190,3,8.85366542803745,0,5,5,5,7,98,17,4,2,4,969,0,148,1117,2,6.709304340258298,527,0,1,1,5,4,1,0,28.0,0,0,0,85,0,148,0,0,0,3,11.585246126549855
536,60,3,9.096499555552423,4,14,5,7,5,10,9,10,4,3,0,0,880,880,4,6.779921907472252,844,0,0,2,8,4,1,4,10.0,3,2,527,120,155,0,0,0,0,3,12.144197241812087
537,20,3,9.452109387413557,2,8,3,4,5,36,36,4,2,1,600,0,264,864,2,6.761572768804055,0,0,0,1,5,4,1,2,28.0,1,2,576,216,0,0,0,0,0,3,11.619535200028487
538,20,3,9.354700422483019,0,6,3,5,5,38,38,7,2,1,673,0,378,1051,2,7.055312843339752,0,0,0,1,7,4,2,4,38.0,1,1,336,466,0,0,0,0,0,3,
539,20,3,9.343384145733948,0,14,3,8,5,9,8,10,4,3,1358,0,223,1581,4,7.3783837129967145,0,0,1,2,6,4,3,4,9.0,2,2,670,180,0,0,0,0,0,3,12.513557345278134
540,20,3,9.588845298501564,0,19,3,9,5,3,3,10,4,3,1260,0,578,1838,4,7.516433302915632,0,0,1,3,8,4,4,4,3.0,3,3,765,270,68,0,0,0,0,3,12.66032791780777
541,60,3,9.305650551780507,2,22,5,8,5,7,7,10,4,1,0,0,969,969,4,6.904750769961838,1288,0,0,2,8,4,3,5,7.0,3,3,648,0,56,0,0,0,0,3,12.421184025147118
542,20,3,9.224243277145174,0,12,3,7,5,11,10,10,4,1,144,1127,379,1650,4,7.426549072397305,0,0,1,2,7,0,3,4,11.0,3,2,583,78,73,0,0,0,0,3,
543,120,2,8.30844552038576,0,8,0,7,5,9,9,4,4,3,584,139,0,723,4,6.642486801367256,0,0,1,1,4,4,1,4,9.0,3,1,367,120,40,0,0,0,0,3,
544,60,3,9.747067633264827,0,13,5,7,5,0,0,10,4,3,554,0,100,654,4,6.498282149476434,832,0,1,2,7,4,4,4,0.0,2,2,426,100,24,0,0,0,0,4,
545,50,3,9.535101442669385,1,12,1,7,5,18,18,6,4,1,1002,202,0,1204,3,7.227662498728654,806,0,0,2,9,4,1,4,18.0,1,3,786,0,0,0,0,0,0,3,12.341477282536376
546,50,3,9.075322160298095,0,3,1,6,7,84,57,8,1,1,300,0,765,1065,4,6.818924065275521,720,0,0,1,6,4,4,2,57.0,1,2,440,0,38,0,144,0,0,3,12.254862809699606
547,85,3,8.887928819003305,0,9,0,5,7,37,37,10,2,3,619,0,149,768,4,6.643789733147672,0,0,1,1,5,4,1,2,20.0,1,2,624,104,0,0,0,0,0,3,
548,20,1,9.016148642611741,0,4,3,5,7,53,13,4,2,1,180,645,0,825,2,6.715383386334681,0,0,1,1,4,4,1,2,45.0,2,2,720,140,50,0,0,0,0,3,11.736069016284437
549,60,4,9.14580185083861,0,18,5,7,5,6,5,10,4,1,0,0,912,912,4,6.815639990074331,1182,0,0,2,8,4,4,5,6.0,3,2,615,182,182,0,0,0,0,3,12.479909311159902
550,120,3,8.304742269640771,0,11,3,6,6,31,31,7,2,1,559,0,510,1069,2,6.974478911025045,0,0,0,1,4,4,1,4,31.0,2,2,440,0,55,0,0,200,0,0,
551,20,1,8.699514748210191,0,4,3,5,6,51,51,8,2,1,308,0,620,928,3,6.833031732786201,0,0,0,1,5,4,1,4,51.0,3,1,288,0,0,0,0,0,0,3,11.630708500626612
552,20,3,9.318835968129482,0,21,3,8,5,3,3,10,4,3,0,0,1709,1709,4,7.448333860897476,0,0,0,2,7,4,4,4,3.0,2,3,908,169,39,0,0,0,0,3,12.450977688625896
553,20,3,9.079889942592118,0,5,3,4,5,60,6,10,2,0,0,0,0,0,4,7.026426808699636,0,0,0,2,5,4,1,2,7.0,3,2,520,0,96,0,0,0,0,3,
554,60,3,9.270964993792617,0,21,5,7,5,5,4,10,4,1,866,0,132,998,4,6.913737350659685,1040,0,1,2,8,4,4,5,5.0,2,3,871,320,62,0,0,0,0,3,12.556729517143344
555,45,1,8.760923376338836,0,3,2,5,6,84,56,4,1,1,0,0,993,993,2,6.954638864880987,0,0,0,1,5,4,4,2,84.0,1,1,280,0,0,116,0,0,0,3,
556,20,3,9.605755144230846,0,8,3,5,5,49,49,2,2,1,895,0,197,1092,2,6.9957661563048505,0,0,1,1,6,4,3,4,49.0,3,1,299,268,0,0,0,122,0,3,11.856515169360305
557,50,0,9.309280319831087,0,0,1,4,6,86,56,4,2,1,637,0,0,637,3,6.799055862058796,439,0,0,1,7,4,1,1,12.0,1,1,570,0,47,120,0,0,0,3,11.589886506106357
558,60,3,9.99296255896373,2,13,5,7,5,12,11,6,4,4,604,0,125,729,4,6.591673732008658,717,0,0,1,6,4,3,4,12.0,1,2,406,264,22,0,0,0,0,3,12.072541252905651
559,120,3,8.069655306886165,0,15,3,7,5,3,2,10,4,4,0,0,1374,1374,4,7.350516171833998,0,0,0,2,7,4,3,4,3.0,3,2,420,143,20,0,0,0,0,3,12.363076394339839
560,20,3,9.33617975681533,0,6,3,5,6,53,14,2,2,1,1302,0,90,1392,2,7.238496840894365,0,0,1,1,5,2,4,2,53.0,1,2,528,0,0,0,0,95,0,3,
561,20,3,9.211339872309265,0,9,3,5,5,32,31,6,2,3,1071,123,195,1389,3,7.236339342754344,0,0,1,1,6,4,3,4,31.0,2,2,418,240,38,0,0,0,0,3,12.043553716032399
562,30,3,9.540147589478611,0,5,3,5,6,68,39,3,2,1,290,0,706,996,4,6.903747257584598,0,0,1,1,6,4,4,0,28.0,0,0,0,144,0,0,0,0,0,3,11.589886506106357
563,50,3,9.988747396486952,0,5,1,6,7,90,58,2,1,2,0,0,1163,1163,4,7.0587581525186645,511,0,0,1,8,4,4,2,53.0,3,2,396,72,36,0,0,144,0,3,12.128111104060462
564,60,3,9.498971993463552,4,22,5,7,5,14,6,6,4,1,728,0,367,1095,4,7.061334366910438,1129,0,1,2,9,4,3,4,14.0,2,2,590,0,40,0,0,0,0,3,
565,70,3,8.833171133022866,1,7,5,6,4,95,60,2,4,1,0,0,806,806,2,6.734591659972948,806,0,1,0,6,4,1,2,90.0,1,1,216,0,66,136,0,0,0,3,11.759785542901755
566,60,3,9.323490469908839,0,20,5,9,5,3,1,10,4,1,0,0,1122,1122,4,7.033506484287697,1370,0,0,3,11,4,4,5,3.0,3,3,656,144,39,0,0,0,0,3,12.691580461311874
567,20,3,9.227295812625597,0,21,3,7,5,6,6,10,4,1,2,0,1515,1517,4,7.336285660021297,0,0,0,2,7,4,1,4,6.0,2,2,532,0,0,0,0,0,0,3,12.273731294003989
568,50,3,9.41954725755152,0,10,1,8,8,26,0,2,2,4,1441,0,55,1496,4,7.310550158534422,636,0,1,2,5,1,4,5,26.0,3,2,612,349,40,0,0,0,0,3,
569,90,3,8.858226439365012,1,8,0,5,5,27,27,4,2,4,943,0,0,943,2,6.849066282633458,0,0,1,1,4,4,3,2,27.0,1,2,600,42,0,0,0,0,0,3,11.820116003810051
570,90,3,9.48044384215367,0,8,3,5,5,43,43,6,2,1,231,0,1497,1728,2,7.454719949364001,0,0,0,1,10,4,1,2,21.0,1,2,576,0,0,0,0,0,0,3,11.867798786962332
571,20,3,8.900003608959596,0,8,3,6,6,47,47,3,2,1,414,0,450,864,4,6.761572768804055,0,0,1,2,4,4,1,4,47.0,1,1,288,168,0,0,0,0,0,0,11.695247021764184
572,60,3,9.48486121415014,1,19,5,7,5,0,0,10,4,3,0,0,846,846,3,6.740519359606223,846,0,0,2,6,4,1,4,0.0,2,2,650,208,114,0,0,0,0,4,12.321630986164447
573,80,3,9.207034914967457,0,13,4,7,5,7,7,10,4,1,0,0,384,384,4,6.651571873589727,656,0,0,1,8,4,3,5,7.0,2,2,400,100,0,0,0,0,0,3,12.043553716032399
574,80,3,9.259130536145614,2,8,4,5,7,36,2,4,2,3,349,0,23,372,2,6.3561076606958915,533,0,0,1,5,4,1,5,36.0,1,1,288,35,0,0,0,0,0,3,11.842229212112828
575,50,3,9.045465728785949,0,8,1,5,5,61,58,4,2,1,442,0,390,832,2,6.723832440821209,384,0,0,1,6,4,1,2,61.0,1,1,336,158,0,102,0,0,0,0,11.682668239557323
576,50,3,8.747034264178168,0,7,1,7,7,81,59,2,1,1,0,0,861,861,3,6.776506992372183,600,0,0,1,6,4,4,2,81.0,1,1,216,0,50,0,0,0,0,3,
577,80,3,9.373903755841548,0,6,4,5,6,40,40,10,2,3,328,551,285,1164,4,7.1853870155804165,0,0,1,1,6,4,2,4,40.0,2,2,564,160,68,240,0,0,0,0,12.010665849187564
578,160,4,8.189799618728228,1,18,5,7,5,1,1,10,4,1,0,0,689,689,4,6.555356891810665,689,0,0,2,5,4,1,2,1.0,1,2,540,0,102,0,0,0,0,0,11.891361900690473
579,50,1,9.405084448768694,0,4,1,5,5,54,54,4,1,1,0,0,1050,1050,4,6.956545443151569,745,0,0,1,7,4,1,4,54.0,1,1,352,0,0,0,0,0,0,3,11.786762130599957
580,20,3,9.587748882301822,4,8,3,6,6,47,20,2,2,1,594,219,331,1144,4,7.264730177929867,0,0,0,2,7,4,4,4,47.0,1,2,572,216,110,0,0,0,0,3,12.111212364506214
581,20,3,9.449672183486918,0,21,3,8,5,1,0,10,4,1,0,0,2042,2042,4,7.621684998724611,0,0,0,3,8,4,4,4,0.0,2,3,1390,0,90,0,0,0,0,4,12.442302200392747
582,90,3,9.379323364330956,0,5,0,6,5,17,17,6,2,3,816,0,0,816,2,6.704414354964107,0,0,1,1,5,4,1,0,27.0,0,0,0,0,32,0,0,0,0,3,
583,75,1,9.51044496442652,0,4,2,10,9,115,8,2,1,1,0,0,1237,1237,3,7.327123292259293,1254,0,0,2,9,4,4,2,20.0,1,2,880,105,502,0,0,0,0,3,12.691580461311874
584,50,1,8.719317375506371,0,3,1,4,7,74,14,0,1,1,0,0,884,884,4,6.8966943316227125,584,0,0,2,6,4,1,2,74.0,1,1,240,0,0,54,0,120,0,3,11.79810440720389
585,20,3,9.345133468317714,0,19,3,8,5,1,0,10,4,4,1460,0,408,1868,4,7.614805364711073,0,0,1,2,7,4,4,4,1.0,2,3,880,326,66,0,0,0,0,4,12.820987977820545
586,30,3,9.236690147298965,0,3,3,6,7,90,8,5,1,2,210,606,0,816,4,6.731018100482083,0,0,1,0,5,4,1,2,47.0,3,1,275,0,0,112,0,0,0,3,11.77528972943772
587,85,3,9.07566546864958,0,6,0,5,6,27,27,6,2,3,672,0,168,840,2,6.756932389247553,0,0,1,1,4,4,1,2,13.0,1,2,528,0,0,0,0,0,0,3,11.827736204810263
588,20,3,10.130423902089033,0,17,3,5,8,41,6,2,2,4,1324,0,113,1437,4,7.29505641646263,0,0,2,3,5,4,4,4,41.0,1,1,452,0,48,0,0,60,0,4,11.870599909242044
589,40,1,9.116029692504942,0,3,3,5,6,78,48,10,1,1,0,0,742,742,2,6.658011045870748,0,156,0,1,4,4,1,2,20.0,1,1,308,0,0,0,0,0,0,3,11.283512300642423
590,60,3,9.026417533815254,0,14,5,7,5,4,4,10,4,1,490,0,280,770,4,6.646390514847729,812,0,0,2,6,4,1,4,4.0,2,2,520,0,45,0,0,0,0,3,12.132964173709535
591,60,3,9.508814005506162,1,21,5,10,5,1,1,9,4,4,1338,0,384,1722,4,7.454719949364001,568,0,1,3,10,4,4,5,1.0,2,3,842,382,274,0,0,0,0,3,13.021326833226556
592,20,3,8.794824928014517,0,9,3,5,8,26,5,6,4,1,816,0,0,816,4,6.704414354964107,0,0,1,1,4,4,1,2,23.0,3,2,816,0,0,0,0,0,0,3,11.835008964139341
593,120,1,8.39728289474368,0,14,3,6,5,6,6,10,4,3,685,0,163,848,4,6.742880635791903,0,0,1,2,4,4,1,4,6.0,3,2,420,140,0,0,0,0,0,3,
594,20,3,8.98594603876032,0,14,3,5,6,33,33,6,2,1,0,0,924,924,2,6.828712071641684,0,0,0,1,5,4,1,2,27.0,1,1,280,0,0,0,0,0,0,3,11.608235644774552
595,20,3,9.33273498018979,0,20,3,8,5,1,0,10,4,4,1422,0,392,1814,4,7.509883061154913,0,0,1,2,7,4,3,4,1.0,3,3,758,180,75,0,0,120,0,4,12.672946381766982
596,70,1,8.1886891244442,0,4,5,6,7,96,13,10,2,1,0,0,684,684,4,6.52795791762255,684,0,0,1,7,4,1,2,76.0,1,1,216,0,158,0,0,0,0,3,11.648365035864053
597,120,3,8.274357006756292,0,15,3,7,5,1,0,10,4,3,0,0,1258,1258,4,7.2456550675945355,0,0,0,2,7,4,4,4,1.0,3,3,648,120,16,0,0,0,0,4,12.17664898415669
598,20,3,9.471473109194427,0,16,3,5,6,29,29,7,2,2,1283,147,0,1430,4,7.4067107301776405,0,0,1,2,7,4,3,4,29.0,3,2,621,0,0,0,0,0,0,3,12.289954129510877
599,160,1,7.575584651557793,0,11,5,6,6,28,28,4,2,1,81,612,23,716,2,6.573680166960646,840,0,1,1,6,4,3,4,28.0,3,2,452,161,0,0,0,0,0,3,
600,60,3,9.298992069570746,0,21,5,8,5,1,1,10,4,3,546,0,512,1058,4,6.964135612418245,846,0,1,3,8,4,4,5,3.0,3,2,736,179,60,0,0,0,0,3,
601,50,1,9.104979856318357,0,0,1,6,6,70,57,2,4,1,0,0,780,780,2,6.659293919683638,595,0,0,2,6,4,4,2,28.0,1,1,544,0,162,0,0,126,0,3,11.856515169360305
602,60,3,9.214431989879436,0,10,5,8,5,14,14,6,4,2,789,0,119,908,4,6.831953565565855,988,0,1,2,8,4,3,4,14.0,3,2,506,120,150,0,0,0,0,0,12.301382825334498
603,160,4,8.065265208897733,0,18,5,7,5,6,5,4,4,1,0,0,600,600,4,6.396929655216146,600,0,0,2,4,4,1,2,6.0,2,2,480,0,172,0,0,0,0,3,
604,20,3,9.45743479744618,0,14,3,7,5,6,6,10,4,2,922,0,572,1494,4,7.309212365692763,0,0,1,2,6,4,3,4,6.0,2,2,530,192,36,0,0,0,0,3,12.30591798049989
605,60,3,9.517825071724143,0,8,5,7,6,44,19,6,2,1,454,0,314,768,2,7.078341579557671,800,0,0,1,7,4,2,4,44.0,1,2,486,0,42,0,0,189,0,3,12.230765258120545
606,20,3,9.430599768110529,1,14,3,5,5,13,13,10,4,1,732,0,308,1040,3,6.946975992135418,0,0,1,2,6,4,1,2,9.0,1,2,576,168,0,0,0,0,0,3,11.931635799828413
607,20,3,8.961879012677683,0,5,5,5,8,58,4,4,2,1,603,0,293,896,4,7.013915474810528,896,0,1,3,8,4,1,4,58.0,1,1,230,103,0,0,0,0,0,3,12.323855681186558
608,70,3,9.406564833939129,0,16,5,8,6,73,9,8,4,2,428,0,537,965,2,7.570443252057374,1254,0,0,1,10,4,4,3,73.0,1,2,380,0,0,0,0,0,0,1,12.791356180214175
609,20,3,8.980046316633132,0,6,3,4,5,46,46,10,2,2,903,0,126,1029,3,6.9363427358340495,0,0,1,1,5,4,1,4,46.0,1,1,261,64,0,39,0,0,0,3,11.682668239557323
610,60,3,9.3101857069459,0,14,5,9,5,9,9,10,4,2,904,0,536,1440,4,7.297091005160418,677,0,1,3,8,4,5,4,9.0,3,3,736,253,142,0,0,0,0,3,
611,80,3,9.249080200292113,2,12,4,6,6,29,29,6,2,3,605,0,427,1032,2,6.939253946041508,0,0,0,1,6,4,3,4,29.0,1,2,564,0,0,0,0,0,0,3,
612,60,3,9.383032379794294,0,14,5,8,5,8,8,10,4,3,990,0,309,1299,4,7.1693500166706,573,0,1,3,7,4,3,5,8.0,2,2,531,160,122,0,0,0,0,3,12.474189562487116
613,20,3,9.036225051729327,0,9,3,5,5,0,0,10,4,1,206,0,914,1120,4,7.02108396428914,0,0,0,1,6,4,1,0,27.0,0,0,0,0,30,0,0,0,0,4,
614,180,1,7.307202314764738,0,1,0,4,6,38,38,9,2,3,150,480,0,630,4,6.4457198193855785,0,0,1,1,3,4,1,0,30.0,0,0,0,96,24,0,0,0,0,3,11.231887935237117
615,85,3,9.082507000466299,0,8,0,6,7,47,47,4,4,4,763,0,173,936,4,6.960347729101308,0,0,1,2,6,4,1,4,47.0,2,2,480,120,0,0,0,0,0,0,11.831379196088763
616,60,3,8.969669103793757,0,13,5,6,5,4,3,10,4,1,457,0,326,783,4,6.693323668269949,702,0,1,2,7,4,4,4,4.0,3,2,393,100,75,0,0,0,0,3,12.118333731222167
617,45,3,8.885579291282982,1,8,2,6,6,54,54,4,2,1,0,0,832,832,3,6.723832440821209,0,0,0,2,4,4,1,2,46.0,1,2,528,0,0,0,0,0,0,3,11.566466231898259
618,20,3,9.366831168735615,0,21,3,9,5,0,0,9,4,3,48,0,1774,1822,4,7.510977752014095,0,0,0,2,9,4,4,4,0.0,1,3,774,0,108,0,0,260,0,4,12.659734090733718
619,60,3,9.412791300065303,0,19,5,8,5,5,5,10,4,4,871,0,611,1482,4,7.301147805856032,780,0,1,2,10,4,4,4,5.0,3,3,749,168,0,0,0,0,0,3,12.628067055589549
620,30,3,9.017726025696795,0,5,3,3,3,94,58,5,1,1,41,0,823,864,2,6.761572768804055,0,0,1,1,5,4,1,0,28.0,0,0,0,0,0,100,0,0,0,3,11.112447898373103
621,60,3,9.287301413112312,0,12,5,6,7,34,11,6,2,1,956,182,384,1522,2,7.344719054149673,1066,0,0,1,9,4,3,4,34.0,2,2,624,38,243,0,0,0,0,3,12.388394202324129
622,20,3,8.862766742283796,0,6,3,5,6,32,32,7,2,1,560,0,420,980,2,6.887552571664617,0,0,0,1,6,4,1,2,23.0,1,2,484,192,0,0,0,0,0,3,11.813030057420567
623,160,4,7.6577552711348655,0,18,5,6,5,7,7,4,4,1,420,0,336,756,4,6.628041376179533,756,0,0,2,4,4,3,2,7.0,1,2,440,0,32,0,0,0,0,3,12.034691028774553
624,60,3,9.249561085129464,0,12,5,6,5,34,34,10,2,1,247,0,485,732,3,6.919683849847411,778,0,1,1,8,1,3,4,34.0,2,2,484,148,0,0,0,147,0,3,12.014609430818936
625,20,3,9.210340371976184,1,8,3,6,6,48,48,2,2,1,0,0,1116,1116,2,7.017506142941256,0,0,0,1,5,4,1,4,48.0,1,2,440,0,0,0,0,385,0,3,11.982929094215963
626,20,3,9.420763358881013,0,8,3,5,5,47,29,2,2,1,0,0,978,978,2,7.259819610363186,0,0,0,1,6,3,3,4,47.0,2,1,286,0,0,36,0,0,0,3,11.848683160653573
627,80,3,9.169518377455928,0,8,4,6,6,55,38,0,2,3,674,132,350,1156,4,7.326465613840322,0,0,1,1,7,4,4,3,55.0,2,1,364,0,0,189,0,0,0,3,11.938193200374572
628,60,3,9.359277484750553,0,8,5,5,5,38,38,7,4,3,650,0,390,1040,2,6.946975992135418,1040,0,0,0,9,4,3,4,38.0,1,2,504,335,0,0,0,0,0,2,
629,80,3,9.10719961305667,1,8,4,6,5,44,44,7,2,4,624,336,288,1248,2,7.2078598714324755,0,0,1,1,6,4,1,4,44.0,2,2,520,176,0,0,0,0,0,3,12.034691028774553
630,70,1,9.104979856318357,1,4,5,5,6,126,15,10,1,1,0,0,636,636,2,6.9930151229329605,661,0,0,3,8,4,1,2,69.0,1,1,240,0,0,293,0,0,0,0,11.728036844587175
631,120,3,8.431635303054591,0,21,3,8,5,1,1,10,4,2,24,0,1530,1554,4,7.348587530927593,0,0,0,2,6,4,4,4,1.0,2,2,627,156,73,0,0,0,0,3,12.25247901834433
632,20,3,9.38429367909962,0,12,3,7,5,32,32,7,2,1,822,0,564,1386,2,7.252053951852814,0,0,0,1,6,4,3,4,32.0,3,2,544,192,0,0,0,0,0,2,11.320553572322773
633,20,3,9.132378830506472,1,8,3,5,7,53,2,2,2,1,480,468,108,1056,2,6.962243464266207,0,0,0,1,6,4,1,4,53.0,1,1,260,390,0,0,0,0,0,3,11.845102777308561
634,90,3,8.850660919017152,0,4,0,6,5,30,30,7,2,1,1056,0,0,1056,3,6.962243464266207,0,0,2,1,4,4,1,2,30.0,1,2,576,264,56,0,0,0,0,3,
635,190,2,9.296151028389293,0,7,2,6,7,93,12,10,2,1,256,0,1184,1440,4,7.272398392570047,1440,515,0,0,14,4,1,0,27.0,0,0,0,0,110,0,0,0,0,0,12.206072645530174
636,30,1,8.719317375506371,0,3,3,2,3,73,59,0,1,1,0,0,264,264,1,6.684611727667927,0,0,0,0,4,0,0,0,29.0,0,0,0,0,0,0,0,0,0,3,
637,190,1,8.699514748210191,0,4,1,5,4,55,55,2,2,1,0,0,811,811,2,6.698268054115413,576,0,0,2,7,4,1,5,55.0,1,1,256,0,0,0,0,0,0,3,11.440354772135393
638,30,3,9.079889942592118,0,5,3,5,7,98,58,4,2,1,0,0,796,796,3,6.679599185844383,0,0,0,1,4,4,1,0,28.0,0,0,0,328,0,164,0,0,0,3,11.350406535472453
639,120,3,8.289539484624141,0,15,3,8,5,0,0,10,4,3,1154,0,366,1520,4,7.356918242356021,0,0,1,3,7,4,4,4,0.0,3,3,648,312,0,0,0,0,0,4,12.485827127509431
640,120,3,9.447544606938727,0,21,3,8,5,5,4,4,4,4,1218,0,300,1518,4,7.325148957955575,0,0,0,3,6,4,4,4,5.0,2,2,588,185,140,0,0,0,0,3,12.520883385370206
641,60,4,8.860782895806315,0,18,5,7,5,6,6,10,4,1,738,0,319,1057,4,6.963189985870238,872,0,1,2,7,4,3,4,6.0,3,2,650,0,235,0,0,0,0,3,12.328290278254423
642,80,3,9.536762272743895,0,8,4,8,7,37,14,7,2,4,1410,0,542,1952,3,7.600902459542082,704,0,1,3,9,4,3,4,37.0,3,2,538,269,111,0,0,0,0,3,12.751299696013497
643,60,3,9.286653054825347,0,12,5,5,5,38,38,3,2,1,493,287,0,780,4,6.659293919683638,840,0,0,1,7,3,1,4,38.0,3,2,462,208,0,0,0,0,0,3,11.931635799828413
644,20,4,9.125544720271467,0,18,3,9,5,0,0,9,4,2,1121,0,645,1766,4,7.476472381163905,0,0,1,3,7,4,4,4,0.0,3,3,478,195,130,0,0,0,0,4,
645,20,3,9.261983605128021,1,8,3,6,5,36,36,7,2,1,282,35,664,981,2,6.8885724595653635,0,0,1,1,5,4,1,2,28.0,1,2,576,0,312,40,0,0,0,3,11.872346634576987
646,20,3,8.881836305004146,0,8,3,5,5,58,58,4,2,0,0,0,0,0,3,6.954638864880987,0,0,0,1,7,3,1,2,58.0,1,2,420,0,27,0,0,0,0,3,
647,20,3,9.254548626640503,0,5,3,6,5,55,55,2,2,2,500,0,594,1094,4,6.9975959829819265,0,0,0,1,5,4,4,4,55.0,2,2,495,0,0,0,0,287,0,3,11.951180395901384
648,60,3,8.948975607841776,0,8,5,6,5,44,44,4,2,1,0,0,756,756,2,6.957497370876951,788,0,0,1,7,4,3,4,44.0,1,2,442,0,124,216,0,0,0,3,
649,180,1,7.568379267836522,0,1,0,4,6,37,37,9,2,3,131,499,0,630,3,6.4457198193855785,0,0,1,1,3,4,1,0,27.0,0,0,0,0,0,0,0,0,0,3,11.344506813345266
650,60,4,9.002701007197938,0,18,5,7,6,1,1,9,4,1,0,0,813,813,4,6.71174039505618,843,0,0,2,7,4,1,4,1.0,2,2,562,0,0,0,0,0,0,3,12.235388699864227
651,70,3,9.114269903225448,0,5,5,4,5,69,59,4,2,2,0,0,755,755,2,6.626717749249025,755,0,1,1,7,4,4,2,69.0,1,1,296,120,0,0,0,0,0,3,11.589886506106357
